,x,y,cell_location,RSRPs,SINRs,max_RSRPn,max_SINRn
0,-0.51669388778173,0.017236488108211656,1,-49.018963736841755,-41.55079430281596,-57.02147633615766,-49.80180755957407
1,2.053796048132776,0.5917838848018135,3,-50.56894618567988,-43.10953599488477,-55.702939442916815,-48.38825491843814
2,-0.34089985914385457,0.0452370874960204,1,-45.477812950197844,-38.000645782120664,-57.79697075665024,-50.9236678157328
3,-0.9512084571005115,-0.19593604945791654,6,-53.50119066797731,-46.07271441031933,-54.49545176423973,-47.0888717038497
4,0.24640085758678065,-2.0395044620296936,5,-46.65953497574863,-39.18455562948553,-57.499153661811576,-50.48018216093503
5,1.0256530823052765,-0.5445362135894678,4,-49.91297336729605,-42.449560695902704,-56.04792472251712,-48.76751289962294
6,0.17997716876609893,0.7236070997469599,1,-52.20020718978991,-44.755601396332445,-54.95867266885705,-47.58184146509625
7,0.1909087394392306,-2.4148653142497127,5,-51.762398551639336,-44.31112527937512,-55.308381404000926,-47.94600163192261
8,1.2403411899186452,0.5657402187968321,3,-46.724860715241846,-39.25003152286068,-57.441111921680644,-50.41470296255299
9,-1.6364186955388926,0.14311080101207496,7,-52.083169888277055,-44.63773732772119,-54.90711187940687,-47.53246817125654
10,-1.5268809022262542,1.0667192490313573,7,-40.87736933825039,-33.395790730032374,-58.45233369536736,-52.58304056509406
11,-0.14374721722594241,-0.19790368289405036,1,-42.518593847596975,-35.0380702905443,-58.3398649078558,-52.01632184246702
12,-1.9663418446345942,1.0898866546653938,7,-49.02414263875319,-41.556468316638835,-56.45450134991026,-49.22861442475801
13,1.998473891243921,1.7215563476906262,3,-54.663541696746094,-47.24206417102966,-54.76318928897277,-47.34357040036591
14,-0.4612896809897631,-1.69315466153523,5,-48.05971055603082,-40.58828456100427,-57.212142651459814,-50.06173002487976
15,-1.9697912226771002,-0.1847848729812691,6,-53.1050566179199,-45.66897441542665,-55.145493944722304,-47.753324784139295
16,-0.5043076644492568,-0.5897486105812959,1,-52.54636704903028,-45.1046976784827,-55.03408992740816,-47.65049174452599
17,-2.2845846420552696,1.1787132677909642,7,-53.28247389486708,-45.852865618524106,-53.8770083173242,-46.46181395402047
18,1.8951009857801164,1.1976588705748066,3,-48.999679786688716,-41.53180418311673,-56.52880249176961,-49.30522591271695
19,0.8153497268378498,1.5318603089787413,2,-53.23056593339534,-45.8000933934455,-54.34980636878204,-46.945207549814555
20,-0.6148502738304507,1.846199648692597,2,-50.67202104786715,-43.21217717070684,-56.048969589304875,-48.73387134858752
21,0.12687292147494755,1.579885980967303,2,-40.687960127289074,-33.20628292066458,-58.54265794917252,-52.734466160124434
22,-0.6800245814085482,1.8447826067582351,2,-51.517700166927526,-44.06441598711343,-55.683021607933284,-48.33355232488752
23,0.7330115614883912,-2.123077751794297,5,-53.13926697534468,-45.7118761672769,-53.85514970454169,-46.44543829303133
24,0.7513954314901126,-0.5049136171809234,4,-53.143056400559445,-45.715585959833255,-53.88513065172519,-46.475915980339266
25,0.5092798104277687,0.4756461185992502,1,-51.61229984739231,-44.16104725722977,-55.295300613303894,-47.93827257961201
26,1.4506871551526048,1.4424582923431215,3,-49.99611013238416,-42.53313957132412,-56.013653284034305,-48.728714561716245
27,-0.4648300599836057,-2.589006081606015,5,-54.52871093769953,-47.10550892882925,-54.66995899784976,-47.24946252333764
28,-0.37032484793798215,-1.8874357479166382,5,-46.82540600943328,-39.35085984119968,-57.25653486142656,-50.21799674907781
29,0.23286348369908838,0.6428083680744305,1,-51.44661420103394,-43.99274010320934,-55.686045499732316,-48.338788933617835
30,0.454691624301931,2.5612470771363416,2,-54.26435232928567,-46.83748604421031,-54.843511809432215,-47.42786189662898
31,1.2649401273761818,-1.6886809092471582,4,-53.394668095110845,-45.96714081854338,-54.205398196658635,-46.796548556470654
32,-1.7149622988107232,-1.0749228143602632,6,-44.28449880396717,-36.80569229147706,-57.93664965062639,-51.24841226926745
33,0.3544733809926708,1.5499049681203774,2,-46.75875088375466,-39.28406607287543,-57.253477873323874,-50.22183458887299
34,0.40128240940114956,-1.0836274240573494,5,-52.394818185671554,-44.94960759631855,-55.734280874839385,-48.36297790376443
35,0.01618517007097653,0.3520954018162361,1,-45.69184129142319,-38.21506392015218,-57.54736539250122,-50.643418819659054
36,-1.290383184190182,-1.2352117219628935,6,-47.307924459434446,-39.83441991635655,-57.540062126553764,-50.456882928684564
37,-0.8065650926467327,1.8008190062195153,2,-52.91371165801685,-45.475193180574614,-55.22794151335094,-47.839978908124024
38,0.2675518213052257,1.514127263912659,2,-45.50766002163331,-38.03056757541847,-57.62516561383508,-50.74640588016202
39,-0.5802777655422864,-0.8614142557504474,6,-54.02270983971266,-46.59903019154587,-55.07870244362124,-47.67548742678539
40,1.644218015769492,-0.9033164593281919,4,-38.21093407758052,-30.728311182399743,-58.77198688713598,-53.93323568289623
41,1.9908227410968458,-0.9068512844889884,4,-48.597904366635476,-41.12822045514253,-57.05240519106724,-49.86075549764748
42,-1.3562431827184318,-0.5154285936481817,6,-46.32053184769299,-38.844855457884684,-57.60297197686394,-50.6224217896733
