,x,y,cell_location,RSRPs,SINRs,max_RSRPn,max_SINRn
0,0.5445454673100389,-0.21390008028735386,1,-90.09332038814159,-82.8470953795401,-50.09332038814159,-42.61559322746806
1,0.5687773297178196,-1.8296860394975765,5,-49.974434710955336,-42.4950422144244,-56.38584792732922,-49.09111267572453
2,-1.1382491456502408,-0.3504183399248664,6,-50.734245786023635,-43.25933406948671,-56.267466832436256,-48.937795608780775
3,0.4163443638854303,-0.8676864254208851,5,-54.38955586382099,-46.961017042078026,-54.41661958091109,-46.98862389205548
4,0.5968849153618399,1.5858778771034787,2,-50.52022531810549,-43.04472644737224,-56.0003885453563,-48.67664786034585
5,0.037700397443003464,-2.0022081371283686,5,-43.465564205213,-35.965522279609594,-58.05066888690409,-51.50016384217306
6,-0.8586697455583288,-0.8664996005367764,6,-50.89110389434235,-43.41691642187975,-56.47109454491937,-49.13762818008048
7,1.4944384146896454,-0.9893066889508904,4,-36.576239715594966,-29.069496698007068,-58.8793954643474,-54.858913626517314
8,-1.9029433558627762,-1.188334872849732,6,-49.00230997868822,-41.51831110955963,-56.50794768325591,-49.26871342940056
9,-1.5302298153827654,0.06132207106410981,7,-52.86830755493391,-45.420745447709095,-54.098929368884626,-46.682023661018725
10,0.6153765673416918,-2.09893628754396,5,-51.853122702980556,-44.39125788659617,-54.88499823882444,-47.50181429418035
11,-1.241923855178374,-1.5498678477187235,6,-52.026861742610606,-44.564045360106675,-55.41400866533456,-48.03265713495114
12,0.5006340696363507,2.322002949806887,2,-52.5213999640027,-45.063279214616436,-55.0633443820123,-47.6647878026488
13,0.9328523663223676,1.4489167889460584,3,-52.954232344388856,-45.50533898848448,-54.528432576407795,-47.11655666101096
14,1.1521035860673194,-0.7909718456041508,4,-45.77603156843921,-38.280406622011334,-57.656442990733936,-50.72583861826818
15,-0.5142925475028215,1.4591278672489727,2,-50.05125583086995,-42.57348094466196,-55.96634450748745,-48.663613841232376
16,0.6000948645887911,-1.679119852478404,5,-50.347522520181016,-42.870039907720226,-56.42545148388058,-49.11370992448372
17,2.3795898042221433,-0.88050816280527,4,-53.63624793840714,-46.188889253945575,-55.20282854730468,-47.78699032413929
18,-0.25712195477529454,-1.4947921740965862,5,-45.6274003108457,-38.13155424527216,-57.627693536046365,-50.71633399259808
19,2.0698220671194454,0.1299802857918575,3,-54.126950157745085,-46.69559897107031,-54.20477250529986,-46.775078924939486
20,1.6420792169612195,-0.8743705587080799,4,-37.81503503894251,-30.308697919732328,-58.86493047461795,-54.20080994695485
21,1.1384385331510414,0.301728911463778,3,-51.273450864745215,-43.80228208625488,-56.170490291035705,-48.81998474033546
22,0.9837323249222054,0.9257931695904271,3,-49.06478512671319,-41.580321447515814,-56.83866336797459,-49.59862188170138
23,0.9653832758930396,1.402562423432295,3,-52.336217160983935,-44.87817910391676,-54.922002438152376,-47.52688107767803
24,-0.9377888649202575,1.5249235963405043,7,-53.501400739470014,-46.060219115346925,-54.398422770266976,-46.97727822316193
25,-1.7868075774896623,1.522321589345771,7,-51.85049897309334,-44.384625608811476,-55.68195537183277,-48.30786223782624
26,0.15893637522689197,2.0244726861168285,2,-45.193740521145926,-37.69635080537051,-57.96709167330614,-51.11799669290541
27,0.906837955841497,-1.1396666957272092,4,-51.05090475192833,-43.58066841856897,-55.44346147888062,-48.092734181940926
28,-1.0883813347832678,1.6235738608204882,7,-53.461164321253605,-46.01649764424759,-55.238096761199856,-47.82977485012254
29,1.4255857583024198,-0.31109694094417817,4,-49.7116079860009,-42.23151686230657,-56.183220589248364,-48.8998611401895
30,-0.977156157925239,-1.5100785054805361,6,-53.12642483175809,-45.678493245010216,-54.76726197527465,-47.356141393878886
31,1.0085425465149682,0.2168854833292122,3,-52.9640327426586,-45.513129456965125,-55.01968881732769,-47.6145586708965
32,1.3090735837515206,1.605888373753027,3,-52.41248062868415,-44.95562535152239,-54.83925476177245,-47.441399827841224
33,-2.0541904155898205,-1.6119641377431777,6,-54.112349949293275,-46.673859914876346,-54.33499388761341,-46.90117713012795
34,1.4958677804718379,0.2968544543552265,3,-49.854550374286475,-42.37551836040579,-56.06021876328441,-48.76821712067334
35,0.5450907422716171,-1.5694023901391274,5,-49.84926252717855,-42.36965802579857,-56.23114491754849,-48.941113806495196
36,1.7671736020339122,-1.1235295613462228,4,-46.13849489466463,-38.64390389843472,-57.514450424191,-50.53792765383008
37,-0.9566803313479295,0.08503741383151286,7,-54.31661735254262,-46.887016846478424,-54.398982965712946,-46.971052969154016
38,0.026866054822096253,0.34617349786399254,1,-85.56142282163793,-78.69555588579831,-45.56142282163793,-38.06561205480524
39,0.3650192431039807,-2.1079954251978554,5,-49.13605162807298,-41.65238034472096,-56.59172499614206,-49.34499974338
40,0.9615863942698404,0.9530080781930379,3,-49.48368256306388,-42.00149182094407,-56.60079567850916,-49.33390546861206
41,-0.6726625412190668,0.573941970597267,7,-53.613246041921414,-46.17936403909604,-53.68089177533086,-46.24862727601511
42,0.8184422940724163,-0.934665322983596,4,-51.46334637105099,-43.9940709506703,-55.90780587099613,-48.548050559708116
43,1.1274211854120968,-0.1592931106750175,4,-52.79961679470556,-45.345682466959275,-55.50527607315152,-48.109753871089616
44,-1.875625675205908,-1.2647980673758463,6,-49.52233363786283,-42.040626112461894,-56.45953919971787,-49.18912685345835
45,-1.6973364951047336,1.4759211066594764,7,-50.886981209355085,-43.41395332709026,-55.88279526203691,-48.5429493846435
46,-0.579603017106423,-0.8866058601958673,6,-54.03114156450526,-46.59547620196625,-54.96432379036608,-47.54701064188971
47,-2.001199626768344,0.755581317048204,7,-48.955607553839656,-41.47095881171441,-56.70432689853696,-49.469876329461364
48,-0.044034343885750005,0.6853400479019753,1,-91.48548122689132,-84.18826928805798,-51.485481226891324,-44.019487450001115
49,-1.0748139767555194,0.44281408734137706,7,-50.31117649169656,-42.83438655304963,-56.05701493948925,-48.7430353091182
50,0.3279567765606677,2.318020732976814,2,-51.290427277361005,-43.81924387911031,-56.2755820512388,-48.925742219851365
51,-2.0862351994379917,1.537393913766918,7,-53.749899688925865,-46.30907892989903,-54.15890002596328,-46.72720887489774
52,0.281276868557617,-2.1152155149050085,5,-48.28924192347573,-40.80134199261673,-57.10081201367372,-49.91574759293124
53,-1.3901297444014538,1.452995731202214,7,-50.27134901517036,-42.794652880348885,-55.96598700273391,-48.65287954440475
54,-1.935048388435523,-0.4588465726769866,6,-50.25250524999316,-42.77547708398209,-56.0355986412484,-48.72406834764813
55,-2.0064968683694833,1.3366941172743156,7,-51.544364755865175,-44.077711825420714,-55.331279375420436,-47.96234367476302
56,-0.7113103858409942,-0.07959652356812574,1,-91.84469417017378,-84.53511395035125,-51.84469417017378,-44.37952246271392
57,-0.05407818846699053,-2.1482126982255743,5,-47.20743461531217,-39.71615784027065,-57.14118018543324,-50.047672840723564
58,-0.2631406649474104,-1.681267403705366,5,-43.312039707738876,-35.811529681017696,-58.162705123924866,-51.64428326548879
59,0.1985921443131322,-2.1711053096461925,5,-48.40823304502467,-40.92078789794286,-57.082673356165316,-49.88873631148557
60,-0.5109450776065905,-1.2408368620915171,5,-51.75958300520267,-44.29485706574,-55.236654851155095,-47.86003641844622
61,-1.0870303803986114,1.5544627238363686,7,-52.84162778267272,-45.38818078415418,-55.58869280163543,-48.193727362872465
62,1.4868107811385052,-1.1868411049043652,4,-44.881913320620356,-37.38453090674719,-57.74183371065892,-50.938050219358644
63,0.8633551509636006,0.741861802461258,3,-50.989535451810184,-43.517159770939884,-55.87464913902144,-48.53083704989386
64,-0.8004899529966476,0.6028789758078417,7,-52.2201679831347,-44.761655257845334,-54.76787335982577,-47.37327644222049
65,0.10675679563904517,1.4903600747197654,2,-43.18873191202263,-35.687882672721926,-58.23751812824577,-51.745423284129245
66,-1.5687957083589947,-0.3107787165415985,6,-49.7053506175518,-42.22524629545374,-56.178367473761014,-48.8952914606505
67,-0.6963309748340203,-1.9725534089412216,5,-52.095211840392395,-44.6348031232628,-54.907935765044016,-47.51817082800621
68,0.5739913514479502,2.389578232189895,2,-53.567924448235814,-46.12417533208725,-54.29653856669218,-46.869140400569634
69,-0.27029952493191356,-0.8219758560343868,1,-93.49258091280221,-86.15840369451979,-53.49258091280221,-46.051937198730776
70,0.6223530653276144,1.2532214937720179,2,-52.64950814788838,-45.19736248829701,-54.38821823772639,-46.97915921522639
71,-0.6498942366250366,-0.8100013873618241,6,-53.35774729052048,-45.911860995185336,-55.07752657118796,-47.66789108794563
72,-1.4519317347284706,-0.8873818937815265,6,-29.169021403806582,-21.659661549101404,-59.25437730714114,-60.67554503205757
